model,load_8bit,prompt_mode,seed,dialect,correct_answer_prob,distractor_probs,generated_answer,chose_correct_answer,chose_correct_answer_num,generated_correct_answer,generated_correct_answer_num,transcript,correct_answer,distractors,using_chat_template
openchat/openchat_3.5,True,no_answers,221,en_in,0.4119397699832916,"[0.2678855359554291, 0.031126635149121284, 0.14087095856666565, 0.1384158879518509, 0.009761289693415165]","Light

---

Transcript: The",True,1,False,0,"Speaker0: ok
Speaker1: ok
Speaker0: It is a
Speaker0: It is a subject
Speaker0: Ok let's start it's a subject
Speaker0: It has school studies
Speaker1: um
Speaker0: ok
Speaker0: and
Speaker0: what are the subjects we have
Speaker0: in the school?
Speaker1: uh we use to study 6 subjects
Speaker0: mainly mainly in the 10th class where you get into the
Speaker0: field of science ok
Speaker0: Sorry you get into the field of science
Speaker1: Social?
Speaker0: What what science in the field of science. What are the subjects in the field of science?
Speaker1: um
Speaker1: physics, physical science and natural science.
Speaker0: Ok
Speaker0: In that what are the important
Speaker0: items
Speaker0: like?
Speaker1: um
Speaker1: Are you talking about uh practical things practical manner I think uh
Speaker0: I'll expecting so
Speaker1: Ok atoms.
Speaker0: uh yeah in this in this similar way
Speaker1: um
Speaker0: we get
Speaker0: light from it
Speaker0: what it is?
Speaker0: It passes through wires
Speaker1: wire?",Electron,"['Atom', 'Particle', 'Molecule', 'Physics', 'Proton']",False
openchat/openchat_3.5,True,no_answers,221,en_in,4.0970826375996694e-05,"[0.004418547265231609, 0.0032984872814267874, 0.011105886660516262, 0.012489874847233295, 0.9686462879180908]","ballpoint pen

---

Transcript",False,0,False,0,"Speaker1: Did you use a pen uh which
Speaker1: which has a clicks,
Speaker1: clicking pen?
Speaker0: Yes.
Speaker1: Uh, so in the front part, there is
Speaker1: a refill and there is some
Speaker0: Ball pen?
Speaker1: No no, there is an item, with that it is",Spring,"['Summer', 'Season', 'Autumn', 'Flowers', 'Allergy']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.9765285849571228,"[0.0180734284222126, 0.0009749311720952392, 0.002829907229170203, 0.0003380984999239445, 0.001255000475794077]","Brock Lesnar

---

Trans",True,1,True,1,"Speaker1: Ok.
Speaker1: He is a very famous personality
Speaker0: Ok.
Speaker1: and he is very
Speaker1: person I mean he is very muscular.
Speaker1: And he works for a UFC and WWE.
Speaker1: And
Speaker1: UFC and WW and
Speaker1: He was the former
Speaker0: Undertaker?
Speaker1: No, no, yeah exactly but if
Speaker0: John Cena?
Speaker1: No, another name he also fought with him. But he is very dangerous person.
Speaker0: Undertaker, John Cena and
Speaker1: There is, similar to John Cena, he will be similar to John Cena but very fat.
Speaker1: His moves is F5 German suplex.
Speaker0: Blub,  Black Lesnar?
Speaker1: Yeah, Ok.
Speaker1: What his name?
Speaker0: Black Lesnar?
Speaker1: No, no",Brock Lesnar,"['Wrestling', 'Huge', 'Beast', 'Muscles', 'Football']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.49462053179740906,"[0.3602921962738037, 0.12983086705207825, 0.010856317356228828, 0.004397423006594181, 2.7221656182518927e-06]","Sahara

---

Transcript",True,1,False,0,"Speaker0: Okay.
Speaker0: So,
Speaker0: did you see mummy movie?
Speaker1: Yes.
Speaker0: Yeah,
Speaker0: so where it, where it happened?
Speaker1: uh It happens in the um,
Speaker0: in which Country?
Speaker1: I n desert?
Speaker1: Is it?
Speaker0: So we have some shapes in it.",Pyramid,"['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.39156800508499146,"[0.2145732194185257, 0.10456272214651108, 0.219185933470726, 0.023179057985544205, 0.04693103954195976]","underwear

---

Transcript:",True,1,False,0,"Speaker0: So,
Speaker0: we usually
Speaker0: wear this things daily for our need.
Speaker1: I didn't get you
Speaker0: okay we will yes yes yes cloths cloths
Speaker1: ya but
Speaker1: with a",Clothing,"['Pants', 'Shirt', 'Fabric', 'Outfit', 'Dress']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.002018260769546032,"[0.0003281818935647607, 0.000155499525135383, 0.9903305768966675, 0.005407856777310371, 0.001759658451192081]","camera range

---

Transcript:",False,0,False,0,"Speaker1: Ok, uh, when we uh,
Speaker1: When we see the picture
Speaker1: uh, we each and every uh,
Speaker1: every uh,
Speaker1: everything uh we will collect uh,
Speaker1: we say uh, we say it is uh, you have a, you have a camera, right?
Speaker0: Yes.
Speaker1: for you form, perform
Speaker1: uh, we have to mention the hmm, that's range in, in which word?",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.5338488817214966,"[0.03301531821489334, 0.17454937100410461, 0.0035849495325237513, 0.19964833557605743, 0.05535327270627022]","The Hulk

---

Trans",True,1,False,0,"Speaker0: There
Speaker0: is a
Speaker0: there is a character in a movie
Speaker1: um
Speaker0: It's a very famous movie and it's a very
Speaker0: where is a where you can see famous dialogue called I am still gorgeous
Speaker1: uh
Speaker1: ok
Speaker1: uh
Speaker0: character name
Speaker1: not him
Speaker1: compare like Marvel movie
Speaker0: yeah
Speaker1: So
Speaker1: uh
Speaker0: very muscular body gives scientifically
Speaker0: injections
Speaker1: ok
Speaker0: His body will grow",Captain America,"['Movie', 'Fictional', 'Superhero', 'Comic Book', 'Marvel']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.00023305549984797835,"[0.026303207501769066, 0.8883972764015198, 0.06346113979816437, 0.020969025790691376, 0.0006362229469232261]","Jewelry

---

Transcript",False,0,False,0,"Speaker0: Oh, This a
Speaker0: What we call, Is a very expensive
Speaker0: thing, expensive thing where you
Speaker0: where you where you kind of girls wear.
Speaker1: We wear?
Speaker0: Ornament.",Gold,"['Silver', 'Diamond', 'Mineral', 'Yellow', 'Shiny']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.23600776493549347,"[0.004128384403884411, 0.0001540147204650566, 0.7553444504737854, 0.0002958277182187885, 0.004069527145475149]","Megapixels

---

Transcript",False,0,True,1,"Speaker1: Here you can see what you can see camera on your phone right?
Speaker0: Yes
Speaker1: Ahh how many what we call that
Speaker1: 52 42 what is that call camera
Speaker0: Ahh",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.0008670754032209516,"[0.790401816368103, 0.19801802933216095, 0.010704129934310913, 7.373441349045606e-06, 1.526991582068149e-06]","Earth

---

Transcript: """,False,0,False,0,"Speaker0: Uhm.
Speaker1: as a word uh.
Speaker0: Okay.
Speaker1: Uh. This is the.
Speaker1: We call all the continents,
Speaker1: all the
Speaker1: What about, what it actually called all the continents and all animals, all this area.
Speaker0: Uh.
Speaker1: The whole thing is called?
Speaker0: Species and all. Live in one place?
Speaker1: Continents are working with geographical part.
Speaker0: Okay.
Speaker0: Uh
Speaker0: Earth
Speaker0: Earth.
Speaker1: Next one.",World,"['Earth', 'Globe', 'International', 'Region', 'People']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.7980161309242249,"[0.018098527565598488, 3.47307141055353e-05, 0.00456204591318965, 0.0011073577916249633, 0.17818114161491394]","gold

---

Transcript: """,True,1,False,0,"Speaker0: Yeah this is a what we call,
Speaker0: ah,
Speaker0: example ah,
Speaker0: what if for suppose
Speaker0: you, you have a ring right?
Speaker1: Yes, yes.
Speaker0: You have a ring on your finger or anything?
Speaker0: what is it made up of?
Speaker1: gold.
Speaker1: ah silver,
Speaker0: Yeah what,
Speaker0: gold ah what we as called actually?
Speaker1: hmm,",Metal,"['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.29806408286094666,"[0.09047667682170868, 0.529640793800354, 0.08105548471212387, 0.0006927470676600933, 7.015933806542307e-05]","Scientist

---

Transcript:",False,0,False,0,Speaker1: What do Scientist book? Scientist,Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.20159538090229034,"[0.006281955633312464, 0.2749044895172119, 0.008544034324586391, 0.506141722202301, 0.002532491460442543]","Detective

---

Transcript:",False,0,False,0,"Speaker1: Ah, normally
Speaker1: If there is any
Speaker1: murder, anything happened, Ok?
Speaker1: What they do the next day?
Speaker1: If the night
Speaker1: If last night we had some murder scene there? Ok?
Speaker1: The next day who comes to check? Or do what?
Speaker0: So,",Investigate,"['Crime', 'Police', 'Clue', 'Detective', 'Solve']",False
openchat/openchat_3.5,True,no_answers,221,en_in,0.4908260703086853,"[0.010508589446544647, 0.3464958667755127, 0.01994866505265236, 0.005461994558572769, 0.12675881385803223]","light

---

Transcript: """,True,1,True,1,"Speaker1: uh
Speaker1: ok
Speaker1: um
Speaker1: It is something related to
Speaker1: uh
Speaker1: ok uh if you want to read or anything, we need something right?
Speaker1: uh we can't read without the help of that what is that?",Light,"['Dark', 'Bright', 'See', 'Sun', 'Bulb']",False
